Name,Type,Minimum,Maximum,Length,Direction,Transferred From
,start,"2,969","2,969",1,forward,"M01342:73:000000000-AAFA1:1:1105:7804:6836 1:N:0:2, M01342:73:000000000-AAFA1:1:2112:19745:23005 1:N:0:2 (reversed)"
,start,"2,972","2,972",1,forward,M01342:73:000000000-AAFA1:1:2111:10939:20368 2:N:0:2
,start,"2,975","2,975",1,reverse,M01342:73:000000000-AAFA1:1:2107:9537:6294 2:N:0:2
,start,"2,976","2,976",1,forward,M01342:73:000000000-AAFA1:1:2110:16993:4956 1:N:0:2
,start,"2,984","2,984",1,reverse,M01342:73:000000000-AAFA1:1:2113:7648:26427 2:N:0:2
,start,"3,002","3,002",1,forward,M01342:73:000000000-AAFA1:1:1110:21874:21145 2:N:0:2 (reversed)
,start,"3,009","3,009",1,reverse,"M01342:73:000000000-AAFA1:1:1109:7085:22897 2:N:0:2, M01342:73:000000000-AAFA1:1:2112:4089:20076 1:N:0:2"
,start,"3,018","3,018",1,reverse,M01342:73:000000000-AAFA1:1:2104:21523:12167 2:N:0:2
,start,"3,021","3,021",1,forward,"M01342:73:000000000-AAFA1:1:1101:4397:15266 2:N:0:2 (reversed), M01342:73:000000000-AAFA1:1:1104:10654:27551 2:N:0:2 (reversed)"
,start,"3,030","3,030",1,forward,M01342:73:000000000-AAFA1:1:1112:26279:6598 1:N:0:2
,start,"3,036","3,036",1,forward,M01342:73:000000000-AAFA1:1:1107:11359:24882 1:N:0:2 (reversed)
,start,"3,039","3,039",1,reverse,M01342:73:000000000-AAFA1:1:2107:23061:11114 2:N:0:2
,start,"3,041","3,041",1,forward,M01342:73:000000000-AAFA1:1:1104:17686:7932 1:N:0:2 (reversed)
,start,"3,065","3,065",1,reverse,M01342:73:000000000-AAFA1:1:2114:6003:19863 1:N:0:2 (reversed)
,start,"3,077","3,077",1,forward,M01342:73:000000000-AAFA1:1:2104:25651:17756 2:N:0:2 (reversed)
,start,"3,079","3,079",1,forward,M01342:73:000000000-AAFA1:1:1103:7833:23120 2:N:0:2 (reversed)
,start,"3,083","3,083",1,reverse,M01342:73:000000000-AAFA1:1:1113:5597:14763 1:N:0:2
,start,"3,099","3,099",1,reverse,M01342:73:000000000-AAFA1:1:2103:28917:11778 2:N:0:2
,start,"3,111","3,111",1,reverse,M01342:73:000000000-AAFA1:1:2113:11306:21978 1:N:0:2
,start,"3,116","3,116",1,reverse,M01342:73:000000000-AAFA1:1:2110:11946:24213 1:N:0:2
,start,"3,122","3,122",1,forward,M01342:73:000000000-AAFA1:1:1111:8258:23330 1:N:0:2 (reversed)
,start,"3,123","3,123",1,forward,M01342:73:000000000-AAFA1:1:1101:4850:9706 2:N:0:2 (reversed)
,start,"3,127","3,127",1,reverse,M01342:73:000000000-AAFA1:1:1106:10459:19690 1:N:0:2
,start,"3,128","3,128",1,forward,M01342:73:000000000-AAFA1:1:1105:18408:22854 2:N:0:2 (reversed)
,start,"3,146","3,146",1,reverse,M01342:73:000000000-AAFA1:1:2110:2922:12765 1:N:0:2
,start,"3,163","3,163",1,reverse,M01342:73:000000000-AAFA1:1:1107:17308:14861 1:N:0:2
,start,"3,167","3,167",1,forward,M01342:73:000000000-AAFA1:1:2110:21891:20808 1:N:0:2 (reversed)
,start,"3,170","3,170",1,reverse,M01342:73:000000000-AAFA1:1:2106:17714:28102 1:N:0:2
,start,"3,171","3,171",1,reverse,M01342:73:000000000-AAFA1:1:2101:29104:11927 1:N:0:2
,start,"3,211","3,211",1,forward,M01342:73:000000000-AAFA1:1:1106:12063:3533 1:N:0:2 (reversed)
,start,"3,213","3,213",1,forward,M01342:73:000000000-AAFA1:1:1108:4950:8238 1:N:0:2 (reversed)
,start,"3,214","3,214",1,forward,M01342:73:000000000-AAFA1:1:1104:17625:21264 1:N:0:2
,start,"3,222","3,222",1,forward,M01342:73:000000000-AAFA1:1:2110:17708:2301 2:N:0:2 (reversed)
,start,"3,231","3,231",1,forward,M01342:73:000000000-AAFA1:1:1107:9696:16218 1:N:0:2 (reversed)
,start,"3,235","3,235",1,reverse,M01342:73:000000000-AAFA1:1:1114:13282:20202 1:N:0:2
,start,"3,240","3,240",1,forward,M01342:73:000000000-AAFA1:1:1109:11663:3079 1:N:0:2 (reversed)
,start,"3,242","3,242",1,forward,M01342:73:000000000-AAFA1:1:2111:22361:8048 1:N:0:2 (reversed)
,start,"3,278","3,278",1,forward,M01342:73:000000000-AAFA1:1:1111:9552:12101 2:N:0:2 (reversed)
,start,"3,319","3,319",1,reverse,M01342:73:000000000-AAFA1:1:2105:29372:12941 1:N:0:2
,start,"3,325","3,325",1,forward,M01342:73:000000000-AAFA1:1:1102:25221:7767 1:N:0:2
,start,"3,372","3,372",1,reverse,M01342:73:000000000-AAFA1:1:1101:16818:7506 2:N:0:2
,start,"3,377","3,377",1,forward,M01342:73:000000000-AAFA1:1:2106:23490:6695 1:N:0:2 (reversed)
,start,"3,379","3,379",1,forward,M01342:73:000000000-AAFA1:1:2114:13089:10959 1:N:0:2
,start,"3,386","3,386",1,forward,M01342:73:000000000-AAFA1:1:2101:8074:4432 2:N:0:2 (reversed)
,start,"3,397","3,397",1,forward,M01342:73:000000000-AAFA1:1:2110:12349:13015 2:N:0:2
,start,"3,453","3,453",1,reverse,M01342:73:000000000-AAFA1:1:1108:12536:9844 1:N:0:2
,start,"3,524","3,524",1,forward,M01342:73:000000000-AAFA1:1:1113:18225:23568 1:N:0:2 (reversed)
,start,"3,527","3,527",1,forward,M01342:73:000000000-AAFA1:1:1113:13711:13501 2:N:0:2 (reversed)
,start,"3,529","3,529",1,forward,M01342:73:000000000-AAFA1:1:1101:10059:3629 2:N:0:2 (reversed)
,start,"3,591","3,591",1,forward,M01342:73:000000000-AAFA1:1:2107:21092:4384 1:N:0:2 (reversed)
,start,"3,644","3,644",1,reverse,M01342:73:000000000-AAFA1:1:1104:21249:8599 2:N:0:2
,start,"3,756","3,756",1,forward,M01342:73:000000000-AAFA1:1:1104:6798:25003 1:N:0:2 (reversed)
,start,"3,776","3,776",1,forward,M01342:73:000000000-AAFA1:1:1101:29579:14002 1:N:0:2 (reversed)
,start,"3,784","3,784",1,forward,M01342:73:000000000-AAFA1:1:2112:20894:8067 1:N:0:2 (reversed)
,start,"3,969","3,969",1,forward,M01342:73:000000000-AAFA1:1:1114:14048:28861 1:N:0:2
,start,"4,044","4,044",1,forward,M01342:73:000000000-AAFA1:1:1107:3203:16409 2:N:0:2 (reversed)
,start,"4,102","4,102",1,forward,M01342:73:000000000-AAFA1:1:2111:25231:25195 1:N:0:2 (reversed)
,start,"4,139","4,139",1,forward,M01342:73:000000000-AAFA1:1:1102:13352:28717 1:N:0:2 (reversed)
,start,"4,146","4,146",1,forward,M01342:73:000000000-AAFA1:1:2103:1890:17352 2:N:0:2 (reversed)
,start,"4,148","4,148",1,forward,M01342:73:000000000-AAFA1:1:1108:16972:11554 2:N:0:2 (reversed)
,start,"4,150","4,150",1,forward,M01342:73:000000000-AAFA1:1:1109:6714:6384 2:N:0:2 (reversed)
,start,"4,211","4,211",1,forward,M01342:73:000000000-AAFA1:1:1104:20178:9612 1:N:0:2 (reversed)
,start,"4,223","4,223",1,forward,M01342:73:000000000-AAFA1:1:2109:21253:26444 1:N:0:2
,start,"4,227","4,227",1,reverse,M01342:73:000000000-AAFA1:1:2111:16650:17679 2:N:0:2
,start,"4,247","4,247",1,forward,M01342:73:000000000-AAFA1:1:1114:18525:8806 2:N:0:2 (reversed)
,start,"4,251","4,251",1,forward,M01342:73:000000000-AAFA1:1:1112:7102:22124 1:N:0:2 (reversed)
,start,"4,253","4,253",1,reverse,M01342:73:000000000-AAFA1:1:2106:7835:26282 1:N:0:2 (reversed)
,start,"4,255","4,255",1,reverse,M01342:73:000000000-AAFA1:1:2114:12210:2160 1:N:0:2 (reversed)
,start,"4,257","4,257",1,reverse,M01342:73:000000000-AAFA1:1:2109:28432:13456 1:N:0:2
,start,"4,268","4,268",1,forward,M01342:73:000000000-AAFA1:1:1111:6914:7207 1:N:0:2 (reversed)
,start,"4,277","4,277",1,forward,M01342:73:000000000-AAFA1:1:2101:5469:6338 1:N:0:2 (reversed)
,start,"4,286","4,286",1,forward,M01342:73:000000000-AAFA1:1:2111:21978:12686 1:N:0:2 (reversed)
,start,"4,287","4,287",1,forward,"M01342:73:000000000-AAFA1:1:2101:16293:19091 1:N:0:2, M01342:73:000000000-AAFA1:1:2108:19490:4373 1:N:0:2 (reversed)"
,start,"4,298","4,298",1,reverse,M01342:73:000000000-AAFA1:1:1110:6579:9176 1:N:0:2
,start,"4,298","4,298",1,forward,M01342:73:000000000-AAFA1:1:2114:25859:17980 1:N:0:2
,start,"4,341","4,341",1,reverse,M01342:73:000000000-AAFA1:1:2110:25201:18841 2:N:0:2
,start,"4,357","4,357",1,reverse,M01342:73:000000000-AAFA1:1:1104:9917:5075 1:N:0:2
,start,"4,371","4,371",1,reverse,M01342:73:000000000-AAFA1:1:1114:14819:20966 2:N:0:2
,start,"4,377","4,377",1,reverse,M01342:73:000000000-AAFA1:1:2114:20883:11750 2:N:0:2
,start,"4,380","4,380",1,forward,M01342:73:000000000-AAFA1:1:1105:18138:27321 2:N:0:2
,start,"4,440","4,440",1,forward,M01342:73:000000000-AAFA1:1:1107:24185:7928 2:N:0:2 (reversed)
,start,"4,454","4,454",1,forward,"M01342:73:000000000-AAFA1:1:2105:26950:20707 1:N:0:2, M01342:73:000000000-AAFA1:1:2108:18984:11299 1:N:0:2 (reversed)"
,start,"4,455","4,455",1,forward,M01342:73:000000000-AAFA1:1:1108:8545:8481 2:N:0:2 (reversed)
,start,"4,481","4,481",1,reverse,M01342:73:000000000-AAFA1:1:1102:14164:7346 1:N:0:2
,start,"4,515","4,515",1,forward,M01342:73:000000000-AAFA1:1:1108:8347:15577 1:N:0:2 (reversed)
,start,"4,550","4,550",1,reverse,M01342:73:000000000-AAFA1:1:2114:18396:16300 2:N:0:2
,start,"4,551","4,551",1,reverse,M01342:73:000000000-AAFA1:1:2114:16829:2000 2:N:0:2
,start,"4,574","4,574",1,forward,M01342:73:000000000-AAFA1:1:2105:8689:8471 2:N:0:2 (reversed)
,start,"4,578","4,578",1,forward,M01342:73:000000000-AAFA1:1:2109:11387:15828 1:N:0:2 (reversed)
,start,"4,591","4,591",1,forward,M01342:73:000000000-AAFA1:1:1106:9224:22100 1:N:0:2 (reversed)
,start,"4,601","4,601",1,forward,"M01342:73:000000000-AAFA1:1:1113:16103:11878 1:N:0:2 (reversed), M01342:73:000000000-AAFA1:1:1114:11090:22083 2:N:0:2 (reversed)"
,start,"4,613","4,613",1,forward,M01342:73:000000000-AAFA1:1:1104:9117:21703 2:N:0:2 (reversed)
,start,"4,618","4,618",1,forward,M01342:73:000000000-AAFA1:1:1108:18981:22060 2:N:0:2 (reversed)
,start,"4,619","4,619",1,forward,M01342:73:000000000-AAFA1:1:2105:26764:7791 2:N:0:2 (reversed)
,start,"4,640","4,640",1,reverse,M01342:73:000000000-AAFA1:1:1111:17460:11904 1:N:0:2
,start,"4,643","4,643",1,reverse,M01342:73:000000000-AAFA1:1:1101:6714:16269 2:N:0:2
,start,"4,685","4,685",1,forward,M01342:73:000000000-AAFA1:1:2104:15964:20568 2:N:0:2
,start,"4,715","4,715",1,reverse,M01342:73:000000000-AAFA1:1:1114:16586:13469 1:N:0:2
,start,"4,721","4,721",1,reverse,M01342:73:000000000-AAFA1:1:2103:7429:21323 2:N:0:2 (reversed)
,start,"4,726","4,726",1,reverse,M01342:73:000000000-AAFA1:1:1109:12714:11388 1:N:0:2
,start,"4,735","4,735",1,forward,M01342:73:000000000-AAFA1:1:2110:20485:18285 2:N:0:2 (reversed)
,start,"4,752","4,752",1,forward,M01342:73:000000000-AAFA1:1:1108:11431:10157 1:N:0:2 (reversed)
,start,"4,766","4,766",1,forward,M01342:73:000000000-AAFA1:1:1107:7166:14452 1:N:0:2
,start,"4,773","4,773",1,forward,M01342:73:000000000-AAFA1:1:1109:4079:13793 1:N:0:2 (reversed)
,start,"4,805","4,805",1,forward,M01342:73:000000000-AAFA1:1:1104:19721:21888 1:N:0:2 (reversed)
,start,"4,809","4,809",1,forward,M01342:73:000000000-AAFA1:1:2114:3856:12941 1:N:0:2
,start,"4,810","4,810",1,forward,M01342:73:000000000-AAFA1:1:1103:5588:22716 1:N:0:2
,start,"4,813","4,813",1,reverse,M01342:73:000000000-AAFA1:1:1110:15554:25915 2:N:0:2
,start,"4,832","4,832",1,reverse,M01342:73:000000000-AAFA1:1:2109:22230:6940 1:N:0:2 (reversed)
,start,"4,840","4,840",1,forward,M01342:73:000000000-AAFA1:1:2111:14280:26072 2:N:0:2 (reversed)
,start,"4,845","4,845",1,forward,M01342:73:000000000-AAFA1:1:2107:23527:14992 1:N:0:2 (reversed)
,start,"4,850","4,850",1,reverse,M01342:73:000000000-AAFA1:1:1111:7487:8092 2:N:0:2
,start,"4,854","4,854",1,forward,M01342:73:000000000-AAFA1:1:2109:9170:22479 2:N:0:2 (reversed)
,start,"4,860","4,860",1,forward,M01342:73:000000000-AAFA1:1:1102:13349:19438 1:N:0:2
,start,"4,861","4,861",1,forward,M01342:73:000000000-AAFA1:1:1101:25402:12722 2:N:0:2 (reversed)
,start,"4,864","4,864",1,reverse,M01342:73:000000000-AAFA1:1:2103:26626:22021 2:N:0:2
,start,"4,874","4,874",1,reverse,M01342:73:000000000-AAFA1:1:1114:6494:15869 2:N:0:2
,start,"4,876","4,876",1,forward,M01342:73:000000000-AAFA1:1:2114:27895:10706 2:N:0:2
,start,"4,888","4,888",1,forward,M01342:73:000000000-AAFA1:1:2106:22118:16979 2:N:0:2
,start,"4,892","4,892",1,reverse,M01342:73:000000000-AAFA1:1:2111:25669:13883 1:N:0:2
,start,"4,897","4,897",1,reverse,M01342:73:000000000-AAFA1:1:1109:4180:13743 1:N:0:2
,start,"4,915","4,915",1,reverse,M01342:73:000000000-AAFA1:1:2107:27414:17953 1:N:0:2 (reversed)
,start,"4,917","4,917",1,reverse,M01342:73:000000000-AAFA1:1:1104:11587:10712 1:N:0:2 (reversed)
,start,"4,933","4,933",1,forward,M01342:73:000000000-AAFA1:1:1109:11822:14330 2:N:0:2 (reversed)
,start,"4,945","4,945",1,forward,"M01342:73:000000000-AAFA1:1:1103:16442:20166 1:N:0:2 (reversed), M01342:73:000000000-AAFA1:1:1104:19665:18515 2:N:0:2, M01342:73:000000000-AAFA1:1:2107:12136:7480 1:N:0:2 (reversed)"
,start,"4,953","4,953",1,reverse,M01342:73:000000000-AAFA1:1:2101:17755:12736 2:N:0:2 (reversed)
,start,"4,960","4,960",1,forward,M01342:73:000000000-AAFA1:1:2107:9421:17363 1:N:0:2 (reversed)
,start,"4,970","4,970",1,reverse,M01342:73:000000000-AAFA1:1:1106:24252:5151 2:N:0:2
,start,"4,990","4,990",1,forward,M01342:73:000000000-AAFA1:1:1102:15811:13716 1:N:0:2 (reversed)
,start,"4,996","4,996",1,forward,M01342:73:000000000-AAFA1:1:2113:10010:12558 2:N:0:2 (reversed)
,start,"4,999","4,999",1,forward,"M01342:73:000000000-AAFA1:1:1110:12053:7899 1:N:0:2 (reversed), M01342:73:000000000-AAFA1:1:2109:11400:18538 1:N:0:2"
,start,"5,026","5,026",1,forward,"M01342:73:000000000-AAFA1:1:1103:23426:7864 1:N:0:2 (reversed), M01342:73:000000000-AAFA1:1:1114:10708:18073 1:N:0:2 (reversed)"
,start,"5,031","5,031",1,reverse,M01342:73:000000000-AAFA1:1:1114:27103:10078 2:N:0:2
,start,"5,035","5,035",1,forward,M01342:73:000000000-AAFA1:1:1105:11541:19828 1:N:0:2 (reversed)
,start,"5,039","5,039",1,reverse,"M01342:73:000000000-AAFA1:1:1110:16556:28738 2:N:0:2 (reversed), M01342:73:000000000-AAFA1:1:2103:12100:11631 2:N:0:2"
,start,"5,041","5,041",1,forward,M01342:73:000000000-AAFA1:1:2108:13620:16851 1:N:0:2
,start,"5,042","5,042",1,forward,M01342:73:000000000-AAFA1:1:1107:5381:24079 1:N:0:2 (reversed)
,start,"5,053","5,053",1,forward,M01342:73:000000000-AAFA1:1:2112:17069:13112 1:N:0:2 (reversed)
,start,"5,058","5,058",1,reverse,M01342:73:000000000-AAFA1:1:2104:22048:26002 1:N:0:2
,start,"5,062","5,062",1,forward,M01342:73:000000000-AAFA1:1:1102:29305:13916 2:N:0:2 (reversed)
,start,"5,063","5,063",1,forward,M01342:73:000000000-AAFA1:1:2111:5516:14330 2:N:0:2 (reversed)
,start,"5,085","5,085",1,forward,M01342:73:000000000-AAFA1:1:2112:6935:6690 1:N:0:2 (reversed)
,start,"5,092","5,092",1,forward,M01342:73:000000000-AAFA1:1:2105:17696:28750 1:N:0:2
,start,"5,097","5,097",1,forward,"M01342:73:000000000-AAFA1:1:1103:4463:12392 1:N:0:2 (reversed), M01342:73:000000000-AAFA1:1:1108:16761:2389 1:N:0:2 (reversed)"
,start,"5,100","5,100",1,reverse,M01342:73:000000000-AAFA1:1:1105:28091:21216 2:N:0:2
,start,"5,104","5,104",1,forward,M01342:73:000000000-AAFA1:1:2101:9427:20467 1:N:0:2 (reversed)
,start,"5,105","5,105",1,forward,M01342:73:000000000-AAFA1:1:2108:20985:20882 1:N:0:2 (reversed)
,start,"5,114","5,114",1,reverse,"M01342:73:000000000-AAFA1:1:2101:17974:22936 1:N:0:2 (reversed), M01342:73:000000000-AAFA1:1:2113:21406:9108 2:N:0:2"
,start,"5,114","5,114",1,forward,M01342:73:000000000-AAFA1:1:1107:5450:7505 1:N:0:2 (reversed)
,start,"5,118","5,118",1,forward,"M01342:73:000000000-AAFA1:1:1112:16247:9210 2:N:0:2 (reversed), M01342:73:000000000-AAFA1:1:2111:15040:11298 1:N:0:2 (reversed)"
,start,"5,122","5,122",1,reverse,M01342:73:000000000-AAFA1:1:2111:27827:14655 2:N:0:2
,start,"5,131","5,131",1,forward,M01342:73:000000000-AAFA1:1:1103:11388:24174 1:N:0:2 (reversed)
,start,"5,140","5,140",1,reverse,M01342:73:000000000-AAFA1:1:2106:11153:6824 2:N:0:2
,start,"5,140","5,140",1,forward,"M01342:73:000000000-AAFA1:1:1107:19121:9169 2:N:0:2 (reversed), M01342:73:000000000-AAFA1:1:1109:27283:15554 1:N:0:2 (reversed)"
,start,"5,147","5,147",1,forward,M01342:73:000000000-AAFA1:1:1104:19587:16982 1:N:0:2 (reversed)
,start,"5,156","5,156",1,forward,M01342:73:000000000-AAFA1:1:1101:22495:9051 1:N:0:2
,start,"5,164","5,164",1,reverse,M01342:73:000000000-AAFA1:1:2109:10371:18058 2:N:0:2
,start,"5,165","5,165",1,forward,M01342:73:000000000-AAFA1:1:1104:14136:18719 1:N:0:2 (reversed)
,start,"5,176","5,176",1,reverse,M01342:73:000000000-AAFA1:1:2112:21046:25869 2:N:0:2
,start,"5,181","5,181",1,reverse,M01342:73:000000000-AAFA1:1:2111:22404:19151 2:N:0:2
,start,"5,194","5,194",1,reverse,M01342:73:000000000-AAFA1:1:2113:22270:7204 1:N:0:2 (reversed)
,start,"5,206","5,206",1,reverse,M01342:73:000000000-AAFA1:1:2106:13423:25358 1:N:0:2 (reversed)
,start,"5,209","5,209",1,forward,M01342:73:000000000-AAFA1:1:2112:19453:3770 2:N:0:2 (reversed)
,start,"5,211","5,211",1,forward,M01342:73:000000000-AAFA1:1:1109:5910:8358 2:N:0:2 (reversed)
,start,"5,224","5,224",1,forward,M01342:73:000000000-AAFA1:1:2112:26865:9432 1:N:0:2
,start,"5,227","5,227",1,forward,M01342:73:000000000-AAFA1:1:2101:13431:12793 1:N:0:2 (reversed)
,start,"5,232","5,232",1,forward,"M01342:73:000000000-AAFA1:1:1110:13742:5181 2:N:0:2 (reversed), M01342:73:000000000-AAFA1:1:2106:13093:27698 2:N:0:2 (reversed)"
,start,"5,237","5,237",1,forward,M01342:73:000000000-AAFA1:1:2107:24770:11852 1:N:0:2 (reversed)
,start,"5,245","5,245",1,forward,"M01342:73:000000000-AAFA1:1:1101:23356:10079 1:N:0:2 (reversed), M01342:73:000000000-AAFA1:1:2107:18970:8232 2:N:0:2 (reversed), M01342:73:000000000-AAFA1:1:2107:21206:25381 1:N:0:2 (reversed)"
,start,"5,246","5,246",1,reverse,M01342:73:000000000-AAFA1:1:2111:18210:25663 1:N:0:2
,start,"5,249","5,249",1,reverse,M01342:73:000000000-AAFA1:1:1114:8564:12564 2:N:0:2 (reversed)
,start,"5,256","5,256",1,forward,M01342:73:000000000-AAFA1:1:1101:10964:19736 1:N:0:2
,start,"5,257","5,257",1,forward,M01342:73:000000000-AAFA1:1:1110:19237:7747 2:N:0:2 (reversed)
,start,"5,261","5,261",1,reverse,M01342:73:000000000-AAFA1:1:2105:8939:7502 1:N:0:2 (reversed)
,start,"5,266","5,266",1,forward,M01342:73:000000000-AAFA1:1:2109:16762:20104 1:N:0:2 (reversed)
,start,"5,277","5,277",1,forward,M01342:73:000000000-AAFA1:1:2104:11373:20516 1:N:0:2 (reversed)
,start,"5,279","5,279",1,forward,M01342:73:000000000-AAFA1:1:1103:26158:11792 2:N:0:2 (reversed)
,start,"5,282","5,282",1,reverse,M01342:73:000000000-AAFA1:1:2110:18139:5207 2:N:0:2
,start,"5,282","5,282",1,forward,"M01342:73:000000000-AAFA1:1:1112:5185:23027 1:N:0:2 (reversed), M01342:73:000000000-AAFA1:1:1114:7515:19902 1:N:0:2 (reversed)"
,start,"5,285","5,285",1,forward,M01342:73:000000000-AAFA1:1:2106:16870:28868 1:N:0:2 (reversed)
,start,"5,286","5,286",1,forward,M01342:73:000000000-AAFA1:1:2112:15806:26283 2:N:0:2 (reversed)
,start,"5,290","5,290",1,reverse,M01342:73:000000000-AAFA1:1:2105:8797:24638 2:N:0:2
,start,"5,291","5,291",1,forward,M01342:73:000000000-AAFA1:1:1103:18212:10636 2:N:0:2 (reversed)
,start,"5,295","5,295",1,reverse,M01342:73:000000000-AAFA1:1:2109:11779:9949 1:N:0:2 (reversed)
,start,"5,298","5,298",1,forward,M01342:73:000000000-AAFA1:1:1113:24854:19908 1:N:0:2 (reversed)
,start,"5,307","5,307",1,reverse,M01342:73:000000000-AAFA1:1:1105:15378:23102 2:N:0:2 (reversed)
,start,"5,320","5,320",1,forward,M01342:73:000000000-AAFA1:1:1105:26485:9780 2:N:0:2 (reversed)
,start,"5,324","5,324",1,reverse,"M01342:73:000000000-AAFA1:1:1107:17071:16476 1:N:0:2, M01342:73:000000000-AAFA1:1:1107:24954:18208 2:N:0:2"
,start,"5,324","5,324",1,forward,M01342:73:000000000-AAFA1:1:2113:7957:10970 1:N:0:2 (reversed)
,start,"5,331","5,331",1,reverse,M01342:73:000000000-AAFA1:1:1114:9061:20022 1:N:0:2
,start,"5,332","5,332",1,forward,M01342:73:000000000-AAFA1:1:1114:14236:3937 2:N:0:2 (reversed)
,start,"5,333","5,333",1,forward,M01342:73:000000000-AAFA1:1:2104:23567:12940 2:N:0:2 (reversed)
,start,"5,351","5,351",1,reverse,M01342:73:000000000-AAFA1:1:2107:23267:14738 2:N:0:2
,start,"5,351","5,351",1,forward,M01342:73:000000000-AAFA1:1:2110:27957:14330 1:N:0:2 (reversed)
,start,"5,354","5,354",1,forward,M01342:73:000000000-AAFA1:1:2113:17931:13823 2:N:0:2 (reversed)
,start,"5,358","5,358",1,reverse,M01342:73:000000000-AAFA1:1:1104:21269:15888 2:N:0:2
,start,"5,358","5,358",1,forward,M01342:73:000000000-AAFA1:1:1106:15547:22359 1:N:0:2 (reversed)
,start,"5,369","5,369",1,reverse,M01342:73:000000000-AAFA1:1:1109:16976:25930 1:N:0:2
,start,"5,373","5,373",1,forward,M01342:73:000000000-AAFA1:1:2104:27459:19537 2:N:0:2
,start,"5,380","5,380",1,reverse,M01342:73:000000000-AAFA1:1:2103:23520:3856 2:N:0:2
,start,"5,381","5,381",1,reverse,M01342:73:000000000-AAFA1:1:2114:10509:19983 1:N:0:2
,start,"5,386","5,386",1,forward,M01342:73:000000000-AAFA1:1:1109:10109:10813 1:N:0:2 (reversed)
,start,"5,390","5,390",1,forward,M01342:73:000000000-AAFA1:1:1107:13924:10269 2:N:0:2
,start,"5,391","5,391",1,forward,M01342:73:000000000-AAFA1:1:1114:5523:11856 2:N:0:2 (reversed)
,start,"5,394","5,394",1,reverse,M01342:73:000000000-AAFA1:1:2111:4793:22257 1:N:0:2
,start,"5,395","5,395",1,reverse,M01342:73:000000000-AAFA1:1:2103:27759:8341 1:N:0:2
,start,"5,396","5,396",1,forward,M01342:73:000000000-AAFA1:1:2109:4967:19733 2:N:0:2 (reversed)
,start,"5,398","5,398",1,forward,M01342:73:000000000-AAFA1:1:2104:16519:3241 1:N:0:2
,start,"5,400","5,400",1,forward,M01342:73:000000000-AAFA1:1:1108:13871:17281 2:N:0:2 (reversed)
,start,"5,405","5,405",1,forward,M01342:73:000000000-AAFA1:1:1111:24634:12242 2:N:0:2
,start,"5,408","5,408",1,forward,M01342:73:000000000-AAFA1:1:2106:7625:10216 1:N:0:2 (reversed)
,start,"5,410","5,410",1,reverse,M01342:73:000000000-AAFA1:1:1113:7959:5104 2:N:0:2
,start,"5,422","5,422",1,forward,M01342:73:000000000-AAFA1:1:2111:13178:10863 2:N:0:2 (reversed)
,start,"5,424","5,424",1,forward,M01342:73:000000000-AAFA1:1:1106:17173:11637 1:N:0:2
,start,"5,430","5,430",1,reverse,M01342:73:000000000-AAFA1:1:1107:19639:15502 2:N:0:2
,start,"5,431","5,431",1,reverse,M01342:73:000000000-AAFA1:1:2114:20739:17715 2:N:0:2
,start,"5,431","5,431",1,forward,M01342:73:000000000-AAFA1:1:2114:17249:16118 1:N:0:2
,start,"5,444","5,444",1,forward,"M01342:73:000000000-AAFA1:1:1113:20510:25020 1:N:0:2 (reversed), M01342:73:000000000-AAFA1:1:2104:23921:25911 1:N:0:2, M01342:73:000000000-AAFA1:1:2113:11071:6439 2:N:0:2 (reversed)"
,start,"5,448","5,448",1,forward,M01342:73:000000000-AAFA1:1:1111:10153:12597 1:N:0:2
,start,"5,451","5,451",1,reverse,M01342:73:000000000-AAFA1:1:1107:6729:17206 1:N:0:2
,start,"5,453","5,453",1,reverse,M01342:73:000000000-AAFA1:1:2104:8891:11768 1:N:0:2
,start,"5,453","5,453",1,forward,M01342:73:000000000-AAFA1:1:2106:25746:21880 1:N:0:2 (reversed)
,start,"5,461","5,461",1,forward,M01342:73:000000000-AAFA1:1:1104:18032:20929 1:N:0:2 (reversed)
,start,"5,465","5,465",1,forward,M01342:73:000000000-AAFA1:1:1114:19589:27309 1:N:0:2 (reversed)
,start,"5,466","5,466",1,forward,"M01342:73:000000000-AAFA1:1:1109:25016:12951 1:N:0:2, M01342:73:000000000-AAFA1:1:2114:28215:16891 2:N:0:2 (reversed), M01342:73:000000000-AAFA1:1:2103:19214:26031 2:N:0:2 (reversed)"
,start,"5,469","5,469",1,forward,M01342:73:000000000-AAFA1:1:1111:9340:25961 1:N:0:2 (reversed)
